Date,pos_k,neg_k,pos_k_hl,neg_k_hl,POS_DI14,NEG_DI14,ADX,pos_k_copy,neg_k_copy,pos_k_hl_copy,neg_k_hl_copy
2001-04-23,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2001-04-24,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2001-04-25,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2001-04-26,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2001-04-27,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2001-04-30,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2001-05-01,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2001-05-02,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2001-05-03,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2001-05-04,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2001-05-07,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2001-05-08,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2001-05-09,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2001-05-10,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
2001-05-11,0.0,0.0,0.0,0.0,22.862102944700627,22.70366843011461,,0.0,0.0,0.0,0.0
2001-05-14,0.0,0.0,0.0,0.0,23.49255117268508,20.701377746717657,,0.0,0.0,0.0,0.0
2001-05-15,0.0,0.0,0.0,0.0,27.22677474321745,17.561867850414327,,0.0,0.0,0.0,0.0
2001-05-16,0.0,0.0,0.0,0.0,27.753254785103344,15.904749882250007,,0.0,0.0,0.0,0.0
2001-05-17,0.0,0.0,0.0,0.0,29.516360591458717,16.109660439478958,,0.0,0.0,0.0,0.0
2001-05-18,0.0,0.0,0.0,0.0,30.95779430771425,17.236574892651642,,0.0,0.0,0.0,0.0
2001-05-21,0.0,0.0,0.0,0.0,38.62160049609089,12.823070908088145,,0.0,0.0,0.0,0.0
2001-05-22,0.0,0.0,0.0,0.0,34.07197626617269,12.94735326726652,,0.0,0.0,0.0,0.0
2001-05-23,0.0,0.0,0.0,0.0,34.18425279795334,19.848929018629654,,0.0,0.0,0.0,0.0
2001-05-24,0.0,0.0,0.0,0.0,34.98574214193428,19.88544789656759,,0.0,0.0,0.0,0.0
2001-05-25,0.0,0.0,0.0,0.0,34.69733116237711,21.461802653788133,,0.0,0.0,0.0,0.0
2001-05-29,0.0,0.0,0.0,0.0,35.2798112452331,25.653790573575872,,0.0,0.0,0.0,0.0
2001-05-30,0.0,0.0,0.0,0.0,35.872531080947525,26.65494045896649,,0.0,0.0,0.0,0.0
2001-05-31,0.0,0.0,0.0,0.0,33.62440515535327,27.740121025916856,23.289868483340722,0.0,0.0,0.0,0.0
2001-06-01,0.0,0.0,0.0,0.0,35.80476928372168,22.87044360389171,23.20087322111211,0.0,0.0,0.0,0.0
2001-06-04,0.0,0.0,0.0,0.0,37.444047032869506,23.028709422829557,23.24636360554468,0.0,0.0,0.0,0.0
2001-06-05,0.0,0.0,0.0,0.0,38.5370882808838,24.04562923109241,23.239886804060465,0.0,0.0,0.0,0.0
2001-06-06,0.0,0.0,0.0,0.0,27.9914765589991,31.09550819676549,21.955132425248646,0.0,0.0,0.0,0.0
2001-06-07,0.0,0.0,0.0,0.0,28.391509603942104,31.172815124168547,20.720438324251425,0.0,0.0,0.0,0.0
2001-06-08,0.0,0.0,0.0,0.0,29.149126804293214,28.894661380643875,19.271721480296023,0.0,0.0,0.0,0.0
2001-06-11,0.0,0.0,0.0,0.0,16.997597745997588,37.08314972123887,20.54802211822472,0.0,0.0,0.0,0.0
2001-06-12,0.0,0.0,0.0,0.0,8.53089489411197,42.961157554575564,23.85639180136949,0.0,0.0,0.0,0.0
2001-06-13,0.0,0.0,0.0,0.0,10.9894675640315,33.048964277357626,25.73032577010924,0.0,0.0,0.0,0.0
2001-06-14,0.0,1.0,0.0,1.0,11.051348345680935,35.72095190646526,27.659877215183023,0.0,1.0,0.0,1.0
2001-06-15,0.0,0.0,0.0,0.0,10.674517913094077,35.599070059212664,29.531561174689173,0.0,0.0,0.0,0.0
2001-06-18,0.0,0.0,0.0,0.0,10.918686538598473,30.246584837130104,30.775874777571307,0.0,0.0,0.0,0.0
2001-06-19,0.0,0.0,0.0,0.0,14.818435727822832,27.30117483242825,30.6944842037415,0.0,0.0,0.0,0.0
2001-06-20,0.0,0.0,0.0,0.0,14.888900674515297,30.872911245040356,30.99692890259985,0.0,0.0,0.0,0.0
2001-06-21,0.0,0.0,0.0,0.0,22.64850694423575,28.618779945190052,29.614675775564624,0.0,0.0,0.0,0.0
2001-06-22,0.0,0.0,0.0,0.0,22.82439972056049,29.4700847184093,28.407069997836317,0.0,0.0,0.0,0.0
2001-06-25,0.0,0.0,0.0,0.0,20.047250054108254,31.17052251787194,27.929250919748,0.0,0.0,0.0,0.0
2001-06-26,0.0,0.0,0.0,0.0,20.06016529641509,33.18902936644449,27.695412759492672,0.0,0.0,0.0,0.0
2001-06-27,0.0,0.0,0.0,0.0,20.536791670277182,32.22994571656849,27.30003223091407,0.0,0.0,0.0,0.0
2001-06-28,0.0,0.0,0.0,0.0,20.18848093714191,34.72607864856803,27.24096713072375,0.0,0.0,0.0,0.0
2001-06-29,0.0,0.0,0.0,0.0,20.29524805286989,31.00119721768261,26.78595110805487,0.0,0.0,0.0,0.0
2001-07-02,0.0,0.0,0.0,0.0,21.03164344447088,27.622863625694656,25.840310878265637,0.0,0.0,0.0,0.0
2001-07-03,0.0,0.0,0.0,0.0,19.133187971196325,30.487781800231048,25.629049529417014,0.0,0.0,0.0,0.0
2001-07-05,0.0,0.0,0.0,0.0,19.565482272955233,26.31861741005837,24.84967535912855,0.0,0.0,0.0,0.0
2001-07-06,0.0,0.0,0.0,0.0,19.897961642318677,29.073273007465957,24.412993136231798,0.0,0.0,0.0,0.0
2001-07-09,0.0,0.0,0.0,0.0,20.442504082605762,31.12390198418281,24.148769997619468,0.0,0.0,0.0,0.0
2001-07-10,0.0,0.0,0.0,0.0,16.311728072570247,32.19494897331548,24.76274364904983,0.0,0.0,0.0,0.0
2001-07-11,0.0,0.0,0.0,0.0,16.572295874235753,32.186817363031246,25.281390616800557,0.0,0.0,0.0,0.0
2001-07-12,0.0,0.0,0.0,0.0,17.056249438960048,31.00881968372271,25.549041532898865,0.0,0.0,0.0,0.0
2001-07-13,0.9,0.0,0.8705505632961241,0.0,20.371216532102128,31.160925497399504,25.21966881922824,0.0,0.0,0.0,0.0
2001-07-16,0.7200000000000001,0.0,0.6597539553864471,0.0,18.98535578424592,37.23748665342519,25.73711435115738,0.0,0.0,0.0,0.0
2001-07-17,0.8,0.0,0.757858283255199,0.0,17.999158747925428,28.47591294315357,25.508944696103946,0.0,0.0,0.0,0.0
2001-07-18,0.63,0.0,0.5743491774985174,0.0,15.048809095000284,28.53054045898195,25.896595402154325,0.0,0.0,0.0,0.0
2001-07-19,0.48,0.0,0.435275281648062,0.0,14.691275168873494,26.37143292887061,26.078601765318627,0.0,0.0,0.0,0.0
2001-07-20,0.35,0.0,0.32987697769322355,0.0,15.129005225677176,22.80603132199872,25.661365726301913,0.0,0.0,0.0,0.0
2001-07-23,0.24,0.0,0.24999999999999997,0.0,17.821421639015984,22.387846822244672,24.63960019231323,0.0,0.0,0.0,0.0
2001-07-24,0.15,0.0,0.18946457081379978,0.0,18.311278663791267,23.358284835550624,23.744769659978072,0.0,0.0,0.0,0.0
2001-07-25,0.08000000000000002,0.0,0.14358729437462936,0.0,20.329579275294765,23.174680616728054,22.51584485701737,0.0,0.0,0.0,0.0
2001-07-26,0.03,0.0,0.10881882041201552,0.0,24.705107247205035,18.311427477243182,21.96923503551059,0.0,0.0,0.0,0.0
2001-07-27,0.0,0.0,0.08246924442330589,0.0,27.688776674743824,17.29902696600025,22.049617677125678,0.0,0.0,0.0,0.0
2001-07-30,0.0,0.0,0.062499999999999986,0.0,27.746425577065068,21.029396258012248,21.458304082669763,0.0,0.0,0.0,0.0
2001-07-31,0.0,0.0,0.047366142703449944,0.0,28.08666556281157,18.053854581209162,21.478713454389247,0.0,0.0,0.0,0.0
2001-08-01,0.0,0.0,0.03589682359365734,0.0,18.154265223320078,18.18021619076007,19.949621237945884,0.0,0.0,0.0,0.0
2001-08-02,0.0,0.0,0.027204705103003882,0.0,19.939362925003525,18.760142886560885,18.74229965763357,0.0,0.0,0.0,0.0
2001-08-03,0.0,0.0,0.020617311105826472,0.0,20.497050116053774,12.314753883360579,19.18478188229791,0.0,0.0,0.0,0.0
2001-08-06,0.0,0.0,0.015624999999999998,0.0,21.22366759178268,15.033432874887698,19.033952130602568,0.0,0.0,0.0,0.0
2001-08-07,0.0,0.0,0.0,0.0,21.907312066284703,18.256094370080735,18.3237345801991,0.0,0.0,0.0,0.0
2001-08-08,0.0,0.0,0.0,0.0,22.086685649235978,19.35551630222551,17.485632784411894,0.0,0.0,0.0,0.0
2001-08-09,0.0,0.0,0.0,0.0,22.484573644548153,28.31726087358445,17.056748525256108,0.0,0.0,0.0,0.0
